Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email,City,State,Country,Marital_Status,Job_Title,Department,Employment_Type,Work_Location,Work_Shift,Hire_Date,Employment_Status,Base_Salary,Annual_Bonus,Performance_Rating,Skills,Languages_Spoken
E001885,Henry,Fisher,Female,24-10-1994,uwilliams@roberts-martin.com,Stevensshire,Michigan,Germany,Married,Data Analyst,Operations,Part-time,"4578 Smith Square, East Katieland, TX 39088",Morning,23-03-2023,On Leave,62556,19894,5,Communication,Hindi
E001886,Stephen,Thomas,Female,04-05-2002,grayjulie@martin-johnson.com,Evanstown,Alaska,India,Married,Data Analyst,Finance,Full-time,"787 Hill Manor Apt. 809, North Cherylshire, SD 18232",Night,15-07-2018,Active,158335,17229,5,Python,English
E001887,Sandra,Mccarty,Other,26-08-1964,joneskristen@gmail.com,Cindyfort,Mississippi,Canada,Married,Accountant,HR,Part-time,"718 Karen Pass, South Julie, PA 57254",Night,01-09-2019,Resigned,31969,13156,3,SQL,English
E001888,Kimberly,David,Other,08-06-1999,jamesblackwell@mckay.com,North Dustin,Ohio,India,Single,Marketing Specialist,Operations,Part-time,"0018 Joshua Avenue, Lake Adammouth, MT 07859",Evening,15-01-2020,Active,73753,567,4,Leadership,Spanish
E001889,Kristina,Melton,Other,30-08-1972,kirstenhunt@calderon-jackson.com,Port Amanda,Minnesota,Germany,Single,Software Engineer,IT,Full-time,"93898 Alexander Hollow, Hugheshaven, NH 19803",Evening,21-02-2020,On Leave,165542,2179,4,Leadership,Hindi
E001890,Eric,Burke,Male,19-11-1979,johnsonjacob@hotmail.com,East Cynthia,Georgia,Germany,Single,Sales Executive,HR,Part-time,"1148 Michael Hills Apt. 540, Lake Christopherberg, CO 81278",Evening,03-11-2016,Resigned,151863,2019,1,SQL,English
E001891,Peggy,Young,Female,13-10-1996,ogomez@gmail.com,Robertberg,Massachusetts,USA,Divorced,Sales Executive,Operations,Part-time,"0296 Susan Isle Apt. 368, Christopherstad, DC 43339",Night,17-10-2024,Resigned,40225,15919,1,Power BI,Spanish
E001892,Whitney,Robinson,Other,20-04-2002,ereed@crane-bush.biz,Hughesfort,Maryland,UK,Single,HR Manager,HR,Part-time,"395 Robert Way Suite 611, Port Jessica, HI 95048",Morning,03-11-2022,Active,153008,19703,5,Excel,Hindi
E001893,Arthur,Haynes,Other,09-04-1985,jenniferhartman@yahoo.com,Port Anthony,Delaware,UK,Single,Marketing Specialist,Finance,Contractor,"81141 Smith Orchard Suite 438, North Kevinmouth, WY 55758",Night,03-04-2022,Resigned,184268,18704,4,Leadership,English
E001894,Timothy,Bishop,Male,23-04-1986,lvillegas@cantrell.org,Port Michael,Hawaii,Canada,Divorced,Sales Executive,Finance,Full-time,"53531 Brian Ridges, South Jefferytown, KS 49428",Night,17-08-2023,On Leave,135823,18030,4,Communication,French
E001895,Savannah,Alexander,Female,08-12-1969,alicia43@mason.org,Gordonfurt,Georgia,Canada,Single,Data Analyst,Sales,Contractor,"474 Brittney Groves Suite 657, Lake Joshua, NM 48814",Morning,13-10-2017,Terminated,43669,3909,4,Communication,Spanish
E001896,Tina,Kelley,Other,15-12-1998,pjames@rasmussen-andrews.biz,Jerrybury,Missouri,USA,Single,Data Analyst,Operations,Full-time,"56543 Adrian Lodge Suite 957, Port Ashleymouth, WA 09905",Evening,18-12-2016,Resigned,198452,8015,4,Leadership,Hindi
E001897,Tyler,Keith,Female,23-03-1988,waynelopez@moore-williams.com,Emilyburgh,Alabama,Germany,Single,Software Engineer,Marketing,Contractor,"102 Johnson Skyway, Nataliefort, WY 49612",Evening,02-08-2016,Resigned,154398,3420,5,Power BI,French
E001898,Allison,Nelson,Other,26-12-1976,xwilliams@yahoo.com,Montoyatown,Texas,Germany,Single,Software Engineer,Sales,Full-time,"88394 Paula Courts, East Brittneyfort, GA 86130",Night,19-11-2016,Active,140677,14885,2,Java,Spanish
E001899,Michael,Banks,Male,17-01-1976,billy27@yahoo.com,Walkerville,Nebraska,Germany,Divorced,Software Engineer,Marketing,Part-time,"519 Andrew Overpass Apt. 351, Port Jillianmouth, MN 22487",Evening,13-07-2021,On Leave,78320,16740,5,Leadership,English
E001900,Ryan,Valencia,Male,20-04-1996,olivia38@yahoo.com,South Jennifer,Wisconsin,USA,Married,HR Manager,HR,Contractor,"5011 Evans Ranch Suite 886, Meghanborough, UT 23681",Night,15-08-2022,On Leave,176649,7485,5,Leadership,German
E001901,Kyle,Norris,Female,18-10-1964,peterhebert@yahoo.com,North Lauren,Oregon,India,Divorced,HR Manager,IT,Full-time,"141 Melissa Throughway, Maryshire, MI 21501",Evening,10-04-2025,Resigned,155354,19465,2,Python,French
E001902,Ian,Thomas,Male,15-08-1972,vincentdouglas@hoffman-gutierrez.com,Williammouth,Iowa,UK,Single,Software Engineer,HR,Part-time,"Unit 6603 Box 0846, DPO AP 14332",Night,11-04-2025,Active,118009,18664,4,Leadership,Hindi
E001903,Christopher,Garner,Female,24-08-1978,andrew89@cox.info,East Robertberg,Maryland,India,Single,Accountant,IT,Contractor,"PSC 4644, Box 7621, APO AE 06597",Morning,29-12-2022,Active,58625,4131,5,Python,English
E001904,Alicia,Cannon,Other,21-12-1991,bettylee@gmail.com,Reginachester,Kentucky,Germany,Married,Marketing Specialist,Operations,Full-time,"712 Leah Loop, Port Savannahbury, CO 87225",Night,20-05-2019,Terminated,54089,10652,2,Communication,English
E001905,Ryan,Herring,Male,22-03-1998,mflores@bates.com,West Kelly,Alabama,UK,Married,Accountant,HR,Part-time,"4049 Christopher Square, Port Patriciaville, AK 35164",Night,08-07-2024,Active,66487,14379,4,Power BI,French
E001906,Grant,Williams,Other,17-08-1996,aaroncoleman@hotmail.com,East Joseph,Arizona,Canada,Married,Accountant,Operations,Contractor,"0852 Kyle Ford, Ryanfort, FL 65222",Night,10-12-2017,Terminated,140448,14903,1,Communication,French
E001907,Barbara,Brown,Other,21-01-1983,nunezdonna@adams.com,South Abigail,Maine,USA,Single,Marketing Specialist,HR,Contractor,"6348 Robinson Forge Apt. 812, Thomasmouth, VT 60882",Evening,28-10-2020,On Leave,80138,15913,4,Excel,Hindi
E001908,Catherine,Parker,Male,30-04-1968,michaelolsen@jones.com,Fieldsberg,Michigan,Canada,Married,Software Engineer,Sales,Part-time,"518 Justin River Suite 644, East Loriside, AZ 80965",Evening,01-05-2017,Active,198280,19171,5,Power BI,German
E001909,Benjamin,Gardner,Male,24-12-1989,keith52@cruz.info,East Amy,Oklahoma,USA,Single,Marketing Specialist,Sales,Full-time,"1120 Spencer Passage Suite 091, Port Jennifer, NV 78013",Night,20-08-2016,On Leave,84061,9470,5,Leadership,Spanish
E001910,Jade,Walter,Male,28-09-2001,bradroberts@miller-baker.com,Port Sharon,New Hampshire,UK,Married,HR Manager,IT,Contractor,"3346 Nelson Stream Suite 735, North Lindafurt, IN 30556",Night,17-01-2016,Resigned,191731,16849,5,Leadership,English
E001911,Elizabeth,Warner,Other,22-08-1971,charles66@price-aguilar.com,West Monique,Delaware,UK,Divorced,Sales Executive,Finance,Full-time,"615 Erin Harbors Apt. 821, New Alexander, WY 92436",Morning,03-05-2022,Active,131376,11540,1,Excel,French
E001912,Justin,Silva,Female,04-05-1979,sarah53@hotmail.com,Floreshaven,Hawaii,USA,Single,Data Analyst,Finance,Part-time,"97274 Roberts Village, North Alison, SC 63117",Morning,01-12-2024,Resigned,192962,17871,5,Python,German
E001913,Angela,Martinez,Female,29-08-1968,christopher68@mason-hutchinson.org,West Donnabury,California,Germany,Divorced,HR Manager,Marketing,Full-time,"46244 Rogers Tunnel Suite 585, Ayalaberg, MD 64370",Morning,12-09-2024,Terminated,109134,4597,4,Leadership,French
E001914,Carlos,Moreno,Other,12-04-1971,wjones@hotmail.com,Laurenchester,Kansas,Canada,Single,Data Analyst,Operations,Full-time,"937 Brock Corner Apt. 997, Robertberg, TX 56663",Evening,30-11-2015,Active,77055,4536,5,Excel,Spanish
E001915,Brianna,Smith,Other,20-05-1970,frederickangela@hunter-thomas.com,Lake Johnstad,Nevada,USA,Divorced,Sales Executive,Operations,Part-time,"306 Hughes Mountain Apt. 437, New Paulfort, OH 07230",Night,07-10-2022,Active,49508,16709,5,SQL,Spanish
E001916,Scott,Jones,Other,13-05-1994,omoss@allen.com,South Bryan,Oregon,India,Single,Sales Executive,Sales,Full-time,"40794 Shawn Cove Apt. 089, Lake Nicole, TN 34726",Night,23-07-2015,Terminated,188056,9957,2,Excel,German
E001917,Amanda,White,Male,04-03-1984,doughertyalicia@gmail.com,Port Joel,Utah,Germany,Divorced,Marketing Specialist,Finance,Contractor,"37897 David Extension, Williamsburgh, MS 37410",Night,28-08-2022,Resigned,140169,4162,1,Python,English
E001918,Susan,Parker,Female,07-06-1986,sromero@knight.com,New Zacharyton,Maryland,Canada,Divorced,HR Manager,HR,Contractor,"60019 Rachel Skyway, New Kayla, TN 34516",Morning,04-12-2015,Resigned,38125,303,4,Communication,Hindi
E001919,Latasha,Boyer,Female,04-04-2003,aguirreangie@jimenez.com,West Katherine,Arizona,Canada,Married,Data Analyst,Sales,Part-time,"470 Smith Causeway, East Jessicaside, TN 18517",Morning,12-03-2019,Terminated,66059,5067,5,Communication,Spanish
E001920,Matthew,Carr,Female,31-03-1990,nicolemendoza@yahoo.com,Smithborough,West Virginia,Germany,Married,Marketing Specialist,Operations,Full-time,"32860 Murphy Plaza, New Christyfurt, NV 11676",Morning,02-12-2024,Terminated,133409,5024,5,Excel,German
E001921,Daniel,Cole,Female,02-01-1991,nelsonkristi@yahoo.com,Villegaschester,Indiana,India,Single,Data Analyst,Finance,Full-time,"615 Jason Summit Suite 285, West Patrickton, WI 65024",Evening,18-05-2021,Active,178159,7715,2,Leadership,Hindi
E001922,Chad,Wallace,Female,02-09-1999,watkinsmadison@gmail.com,Loriberg,Rhode Island,Canada,Single,Data Analyst,Finance,Full-time,"4570 Julian Place Suite 185, South Carloschester, NH 65125",Morning,21-04-2021,Resigned,35704,11226,2,Power BI,English
E001923,Kayla,Little,Female,07-04-1965,gmartinez@hotmail.com,Milesville,Virginia,Germany,Divorced,Accountant,IT,Full-time,"03315 Frye Passage Apt. 913, Lake Melissabury, TX 74034",Evening,24-06-2020,Active,141279,2631,5,Leadership,German
E001924,Vincent,Harris,Other,25-01-1997,jamie12@yahoo.com,East Calebmouth,Kansas,UK,Single,Accountant,Sales,Contractor,"70206 Barbara Ways Suite 859, East Mistyland, AK 74457",Night,06-10-2021,Resigned,188280,13412,1,Leadership,French
E001925,Brittany,Price,Other,15-03-1999,qbenson@yahoo.com,Meganfort,Connecticut,USA,Divorced,Sales Executive,Operations,Full-time,"36751 Fred Alley Suite 180, East Kevin, VT 14997",Morning,17-06-2021,On Leave,148516,15037,1,SQL,English
E001926,Ryan,Daniels,Male,17-02-1988,michelle80@washington.com,North Daniel,South Dakota,UK,Single,Software Engineer,Sales,Contractor,"PSC 6197, Box 1655, APO AA 70994",Evening,28-02-2024,Terminated,186995,11647,1,Excel,English
E001927,Rhonda,Davidson,Other,07-01-1988,amymoore@zimmerman-carter.com,Davismouth,Michigan,Canada,Married,Data Analyst,HR,Part-time,"PSC 3675, Box 9696, APO AA 52441",Night,12-11-2020,Resigned,144044,12569,2,Power BI,Hindi
E001928,Thomas,Luna,Other,22-04-2000,adampeters@hotmail.com,Silvahaven,Michigan,UK,Divorced,Data Analyst,Operations,Part-time,"205 Clark Ramp Apt. 414, North Monica, TN 69726",Night,02-02-2019,On Leave,59165,2369,4,Leadership,German
E001929,Christine,Schroeder,Female,03-05-1975,scott49@gmail.com,West Richard,Nevada,India,Single,HR Manager,Finance,Part-time,"85576 Wong Drive Suite 141, Fernandezton, SD 59622",Night,25-11-2018,On Leave,97203,11659,2,Excel,German
E001930,James,Butler,Male,03-11-1977,robertsangela@howard.com,Wrightberg,New Mexico,Canada,Married,Sales Executive,Sales,Part-time,"957 Barry Cliff Apt. 041, Michaelborough, WA 75574",Evening,01-01-2018,Terminated,34114,528,3,Excel,English
E001931,William,Church,Female,21-10-1991,maria34@gmail.com,Danielhaven,California,USA,Single,Data Analyst,Sales,Part-time,"5686 Garcia Gardens Apt. 926, Port Sherrimouth, WI 12501",Evening,11-01-2021,Resigned,66321,10502,1,Excel,Hindi
E001932,Scott,Shaw,Male,19-04-1989,xwilliams@hotmail.com,North Matthewmouth,Louisiana,USA,Single,Data Analyst,HR,Part-time,"82947 Travis Ferry, Lake Jessicafort, SD 76339",Night,31-01-2024,On Leave,103297,4675,5,Power BI,Spanish
E001933,William,Stafford,Other,18-06-1999,millerfrank@ochoa-garcia.org,Amandamouth,Nevada,USA,Divorced,Accountant,Sales,Part-time,"57304 Vanessa Heights, West Joshua, HI 18670",Morning,28-03-2019,Terminated,126652,18047,2,Java,Spanish
E001934,Scott,Hughes,Other,03-05-1965,rfuller@avery-perez.com,Jackiehaven,Nebraska,India,Single,Data Analyst,Sales,Contractor,"564 Christine Radial Suite 650, Smithfort, MD 15507",Morning,10-03-2021,Terminated,129304,19748,1,Java,Hindi
E001935,Gregory,Turner,Female,11-02-1972,john82@navarro.com,Port Nancy,Illinois,USA,Married,HR Manager,IT,Full-time,"89115 Julie Rue Apt. 937, Gomezton, PA 12867",Morning,22-07-2017,On Leave,186498,2341,5,Excel,Hindi
E001936,Veronica,Barron,Female,28-02-1999,andersonmichaela@dawson-henry.info,West Donna,South Dakota,UK,Married,Sales Executive,HR,Part-time,"85140 Susan Highway, Alexafort, UT 37679",Evening,08-12-2018,Terminated,47772,13919,3,Power BI,Hindi
E001937,Scott,Jackson,Female,25-10-1985,lesterjeffrey@morris-li.com,Laurabury,New Hampshire,UK,Single,Marketing Specialist,IT,Full-time,"9325 Combs Points Apt. 148, Lake Steven, NE 29221",Morning,29-12-2021,On Leave,133754,14730,2,Excel,English
E001938,Daniel,Noble,Other,19-09-1986,matthewmassey@hotmail.com,New Julie,North Carolina,Canada,Single,Marketing Specialist,IT,Contractor,"6595 Munoz Dale, Joyside, NC 45087",Night,19-08-2022,Terminated,33712,15256,4,Communication,German
E001939,Alan,Smith,Other,17-04-1965,perezmichael@todd.com,Port Billy,Wisconsin,USA,Single,Sales Executive,HR,Contractor,"242 Monique Landing, North Richardburgh, NM 09837",Night,12-11-2017,Terminated,162439,4905,3,Java,Hindi
E001940,Tammy,Lee,Other,25-09-1982,james04@yahoo.com,Williamsburgh,Louisiana,India,Married,Marketing Specialist,Operations,Full-time,"23568 Melissa Wells Suite 152, Millerside, TX 61051",Morning,09-01-2019,Active,145142,15539,4,Power BI,German
E001941,John,Allen,Male,24-10-2000,diane46@wells-guerrero.biz,New Ricky,Ohio,Germany,Divorced,Marketing Specialist,Operations,Part-time,"8585 David Greens, Alexfort, IN 47302",Evening,27-08-2024,Active,121736,15255,4,SQL,Spanish
E001942,Lauren,Tucker,Female,15-02-2001,polson@perry-gutierrez.com,Port Candice,Mississippi,UK,Single,Data Analyst,Sales,Full-time,"18444 Davis Land, New James, WI 53656",Night,21-04-2021,Terminated,81924,8884,3,Excel,Spanish
E001943,Frances,Alvarez,Male,24-05-1991,bartonnicholas@yahoo.com,Estradafort,Louisiana,Canada,Married,Data Analyst,Sales,Contractor,"86735 Brown Tunnel Apt. 536, West Danielbury, AK 66088",Evening,11-01-2019,Resigned,33726,9143,3,Excel,Hindi
E001944,Noah,Pope,Other,25-08-1984,courtneymartin@becker.com,West Amy,West Virginia,UK,Single,Data Analyst,Finance,Contractor,"USS Martin, FPO AA 36757",Morning,16-12-2017,Resigned,119152,5950,3,Java,Spanish
E001945,Teresa,Parker,Other,04-06-1971,ogarcia@patterson.com,Deleonview,Oklahoma,UK,Single,HR Manager,Finance,Full-time,"35774 Buckley Isle, Travisstad, NH 19519",Evening,21-11-2022,Resigned,57723,1360,4,Python,Hindi
E001946,Joanne,Jones,Male,16-01-1973,blee@watson.net,Lake Julialand,Kansas,Canada,Married,Marketing Specialist,Marketing,Contractor,"84442 Laurie Trafficway, Port Michele, NV 64428",Night,27-05-2020,Resigned,156969,5127,2,Communication,German
E001947,Julia,Gonzales,Female,23-04-1978,randall48@hotmail.com,Patriciatown,Arkansas,UK,Married,Software Engineer,Sales,Part-time,"96524 Michael Alley, West Alyssa, AZ 36245",Evening,01-10-2022,On Leave,130494,14252,2,SQL,Hindi
E001948,Kenneth,Boyle,Female,05-10-1976,brenda94@gmail.com,South Jamesbury,Oklahoma,UK,Divorced,Data Analyst,Finance,Contractor,"0497 Richard Vista Apt. 525, Taylorfort, ME 42798",Evening,20-03-2022,Resigned,170180,8730,2,SQL,Hindi
E001949,Jennifer,Wright,Other,16-08-1972,alishanewton@smith.com,Snyderview,Arizona,India,Married,Software Engineer,HR,Part-time,"584 Anthony Extensions, Kennethview, IA 26271",Morning,01-04-2019,Terminated,65643,3925,3,Java,Hindi
E001950,Angela,Armstrong,Other,16-09-1995,omalone@gmail.com,South Jacob,Nebraska,Germany,Married,Sales Executive,IT,Full-time,"USCGC Hernandez, FPO AE 56111",Night,03-06-2021,Terminated,192396,8463,1,Communication,English
E001951,Darren,Peterson,Other,18-09-1987,jessicamcgee@yahoo.com,Port Robertmouth,Indiana,Canada,Married,Sales Executive,IT,Part-time,"708 Shepard Mills, Dianeville, PA 08294",Evening,26-05-2018,Active,133896,17412,3,Power BI,German
E001952,Lisa,Horton,Female,04-12-1974,obrienlisa@gmail.com,Melissamouth,Mississippi,Canada,Single,Accountant,Marketing,Full-time,"856 Kristen Burgs, Michaelburgh, AR 72880",Evening,26-03-2019,Active,169999,1242,3,Python,Spanish
E001953,Katherine,Hebert,Male,02-02-1990,jimenezlisa@sullivan-tran.net,Brianstad,Oklahoma,USA,Married,Accountant,Operations,Contractor,"4314 James Isle, Port Tanya, NC 98742",Night,10-09-2021,Resigned,123680,8784,4,SQL,Spanish
E001954,Brian,Mitchell,Other,18-11-1967,bleonard@johnson-garcia.org,East Nicholas,Oklahoma,Germany,Single,Data Analyst,IT,Full-time,"604 Anthony Mills, North Ryan, CO 54985",Evening,21-12-2023,Resigned,126546,9797,4,Leadership,French
E001955,Julie,Rios,Other,04-03-1970,lwebb@greene.com,West Karl,New York,UK,Single,Accountant,HR,Contractor,"62630 Moss Pass, Bakerside, NV 66680",Morning,15-10-2015,On Leave,183515,6406,5,SQL,Spanish
E001956,Phyllis,Hall,Male,11-03-1975,gbond@vasquez-baker.net,New Robertborough,Maine,India,Divorced,Sales Executive,Marketing,Contractor,"PSC 6664, Box 6512, APO AP 89126",Evening,29-04-2025,On Leave,109973,19761,5,SQL,Hindi
E001957,Lauren,Serrano,Female,06-08-1966,jonathan58@gentry.com,Lake Tammyland,New Jersey,USA,Single,Data Analyst,Operations,Part-time,"864 Chad Isle Apt. 772, Rachelville, KS 75403",Night,10-05-2024,Active,93449,13965,3,Leadership,Hindi
E001958,Carlos,Snyder,Other,29-10-1972,xtrujillo@yahoo.com,East Frank,Kansas,Canada,Single,Marketing Specialist,Operations,Full-time,"1621 Snyder Brooks Apt. 923, Davisbury, AR 91877",Evening,28-09-2017,On Leave,139834,13733,5,Excel,English
E001959,Cheryl,Parker,Female,09-01-1991,howardrenee@hotmail.com,East Ashley,North Dakota,Germany,Single,Data Analyst,Finance,Part-time,"076 Smith Cliffs Apt. 831, Andrewton, MD 35532",Evening,29-07-2015,On Leave,55537,17824,5,Java,French
E001960,Amanda,Barrera,Other,06-02-2001,maryrobertson@gmail.com,Edwardside,Florida,India,Divorced,Sales Executive,Finance,Contractor,"3297 Lowe Island, Annastad, VT 45123",Evening,15-01-2024,Terminated,107576,3626,1,Excel,English
E001961,David,Boyer,Female,24-02-1990,davidwilson@sullivan.com,Port Maryville,Arizona,Canada,Married,Sales Executive,Operations,Contractor,"7369 Owens Passage Suite 821, South Brittneymouth, MO 51814",Evening,16-09-2023,Active,137522,10074,3,Java,Spanish
E001962,Shawn,Mata,Male,15-04-1989,theodore33@hotmail.com,Melindamouth,Montana,UK,Single,Data Analyst,IT,Full-time,"10647 Fischer Freeway Suite 748, Jacquelineton, ID 33268",Evening,14-07-2022,On Leave,52612,16568,5,Communication,German
E001963,Brandi,Martin,Other,18-09-1969,xkeller@hotmail.com,Brownton,Montana,USA,Married,Software Engineer,Operations,Part-time,"21304 Duran Plains Apt. 219, North Brent, NE 06462",Morning,27-07-2019,Active,36471,8031,3,Leadership,Hindi
E001964,Michelle,Bush,Other,02-11-1987,qgonzalez@white.com,Hilltown,South Dakota,Germany,Divorced,HR Manager,Marketing,Contractor,"630 Glass Squares Apt. 463, Davidstad, OK 66652",Morning,19-12-2016,Active,196703,3188,3,Communication,Hindi
E001965,Reginald,Villegas,Other,17-05-1978,saundersbrent@berry.com,West Shawntown,Minnesota,USA,Divorced,Software Engineer,Marketing,Full-time,"0932 Stacy Greens Suite 983, West Kyle, WA 78825",Night,13-02-2023,Resigned,61348,2945,4,Python,Spanish
E001966,Robin,Vaughn,Other,01-09-1965,hawkinselijah@gmail.com,Millermouth,New Hampshire,UK,Divorced,Data Analyst,HR,Full-time,"6171 Nancy Manors, Kristieburgh, MT 18103",Night,08-04-2020,On Leave,31177,6765,3,SQL,Hindi
E001967,Jacob,Welch,Other,03-05-1979,franciscowu@farrell.biz,Lake Sheilaville,Rhode Island,UK,Married,Software Engineer,Operations,Contractor,"69566 Cline Field Apt. 310, Jacksonport, OR 57216",Morning,16-04-2024,On Leave,165832,18858,2,Java,German
E001968,Perry,Wells,Male,19-09-1979,callahannicholas@harris.info,Gomezburgh,Kansas,Canada,Married,HR Manager,Operations,Full-time,"2257 Paul Drive Apt. 623, West Michaeltown, MO 08211",Evening,06-12-2015,On Leave,62779,10807,1,Leadership,English
E001969,Patricia,Reyes,Other,25-10-1996,hollowaymarvin@jones-baker.org,North Williamchester,Alabama,USA,Married,Sales Executive,HR,Part-time,"61743 Rivera Via Apt. 860, South Kathryn, IL 40882",Evening,12-06-2017,Active,51636,10204,1,Leadership,English
E001970,Angel,Ross,Other,27-10-1984,loweryderek@yahoo.com,Carrieberg,Wyoming,USA,Divorced,Marketing Specialist,IT,Part-time,"04766 Karen View Apt. 859, South Andreamouth, WI 08947",Morning,03-06-2024,On Leave,111889,9352,2,Java,English
E001971,Bruce,Perkins,Female,14-10-1973,jesseli@gmail.com,Joelchester,Minnesota,USA,Married,HR Manager,Finance,Full-time,"24413 Deborah Green, Adamsport, PA 08000",Night,22-01-2024,Active,83551,4599,5,Power BI,Spanish
E001972,Roberto,May,Other,30-09-1996,sharpsamuel@morris-bradley.com,Larrymouth,New Jersey,USA,Divorced,HR Manager,Operations,Full-time,"16182 Ward Fields, Cathybury, NJ 11791",Night,24-06-2020,Resigned,172628,4313,5,Python,Spanish
E001973,Sandy,Sanders,Female,21-01-1996,harristim@hotmail.com,Garzaton,New York,India,Married,Sales Executive,Operations,Full-time,"PSC 7804, Box 5836, APO AA 68563",Night,31-08-2016,Active,188670,2218,2,Power BI,Hindi
E001974,Tammy,Conley,Male,19-12-1964,nmays@hotmail.com,East Joseph,Texas,Canada,Married,HR Manager,HR,Full-time,"456 Patel Ways, Morrisstad, LA 51559",Morning,31-03-2024,Active,172635,13786,2,Power BI,German
E001975,Deborah,White,Female,15-11-2000,waltersfrancisco@williams.com,East Kenneth,Kansas,Germany,Single,Software Engineer,HR,Part-time,"88484 Tapia Corner Apt. 934, New Scott, KY 25056",Night,22-02-2023,Active,76819,17536,3,Leadership,German
E001976,Derek,Obrien,Female,30-03-1999,pnelson@peters-fletcher.com,Schultzbury,Illinois,India,Single,Data Analyst,Sales,Part-time,"6487 Carol Springs Suite 778, Buchananchester, OH 05545",Morning,04-04-2022,Terminated,103770,56,2,Leadership,English
E001977,April,Pearson,Male,08-09-1964,cristian00@moss.net,Mendezchester,Maine,USA,Single,Software Engineer,Sales,Contractor,"591 Hickman Prairie Apt. 368, Donnaville, CA 19851",Night,23-05-2023,Resigned,188038,12533,4,Java,French
E001978,Heather,Cook,Male,13-05-2000,allison81@myers-robinson.com,Ronaldside,California,UK,Divorced,HR Manager,HR,Contractor,"9122 Adams Views, Saraburgh, NH 15779",Morning,22-05-2019,On Leave,188059,143,1,Java,Spanish
E001979,Kristin,Bailey,Female,14-09-1990,andre22@evans.biz,East Craig,North Carolina,UK,Single,Software Engineer,Finance,Contractor,"692 Walker Island, Port Edwardfurt, MN 39661",Morning,01-07-2015,Terminated,108714,7218,3,Python,English
E001980,Laura,Chambers,Female,01-09-1982,ybryant@hotmail.com,Matthewside,Maryland,USA,Married,Data Analyst,Finance,Part-time,"021 Park Point, Bowenside, WA 29541",Night,19-11-2024,Resigned,54596,8559,2,Communication,Spanish
E001981,Eric,Ellis,Male,18-05-1976,scott82@gmail.com,Juliestad,Kentucky,India,Single,Accountant,Sales,Part-time,"841 Sweeney Plains Suite 312, Ramirezview, PA 94054",Night,28-03-2025,On Leave,194246,615,3,Power BI,French
E001982,Valerie,Gregory,Male,02-08-1989,davidwhite@castillo-proctor.info,Anthonyville,Ohio,India,Divorced,Data Analyst,Operations,Part-time,"84895 Alexis Lights Suite 079, Weissburgh, NV 01763",Evening,21-09-2022,On Leave,94106,8062,2,Python,French
E001983,Jason,Gonzalez,Male,23-09-2000,jamessullivan@gmail.com,South Emilyland,Nevada,Canada,Single,Marketing Specialist,Marketing,Part-time,"5527 Justin Pike, New Ericville, HI 60789",Morning,20-02-2022,Terminated,89182,11520,5,Communication,French
E001984,Christopher,Wallace,Male,19-11-2002,crystal24@hotmail.com,Dustinhaven,Washington,UK,Divorced,Accountant,IT,Part-time,"USS Mays, FPO AE 42556",Evening,15-04-2020,Active,117163,5977,5,Python,English
E001985,Yvette,Cole,Male,03-06-1983,michele01@hotmail.com,North Charles,Arkansas,USA,Married,Sales Executive,Marketing,Full-time,"58764 Fischer Terrace Apt. 022, New Gregory, VA 47249",Night,05-04-2023,Active,69310,11419,1,Java,German
E001986,Teresa,Dean,Female,18-02-1993,kbriggs@davis.com,Shannonport,Minnesota,India,Single,Marketing Specialist,Marketing,Part-time,"PSC 9854, Box 8901, APO AA 19014",Evening,01-03-2020,Active,86088,9780,1,Communication,Spanish
E001987,Barbara,Mcguire,Male,10-09-1979,williammorrison@williams-turner.com,Juliechester,Wyoming,India,Married,Data Analyst,IT,Full-time,"46890 Smith View Suite 886, Thompsonborough, AZ 33974",Evening,11-04-2023,Terminated,158803,10681,2,Java,Hindi
E001988,Lacey,Gray,Other,15-07-1976,wbennett@gmail.com,East Scotttown,New Hampshire,Germany,Married,Accountant,Sales,Part-time,"USS Daniel, FPO AA 56560",Night,21-03-2023,Active,169978,6984,4,Communication,Hindi
E001989,Matthew,Stokes,Other,12-02-1965,ccrosby@jones.com,Emmahaven,Maryland,Canada,Married,Sales Executive,Marketing,Full-time,"1819 Trevor Forks, Port Lauraberg, AZ 55347",Night,23-05-2020,Resigned,66914,4971,2,SQL,Hindi
E001990,Erin,Hart,Other,05-06-1968,linda44@benton.com,Jenningsberg,South Dakota,Germany,Married,Data Analyst,Sales,Full-time,"Unit 8802 Box 5252, DPO AE 16391",Morning,21-05-2019,On Leave,140350,944,3,Leadership,Spanish
E001991,Jessica,Townsend,Other,13-06-1979,daniel56@jackson.com,Port Brittanymouth,Georgia,UK,Married,Software Engineer,Operations,Part-time,"198 Rowland Shoal Apt. 067, Churchmouth, FL 25249",Night,24-10-2018,Resigned,75379,9114,5,Leadership,Spanish
E001992,James,Long,Male,12-04-2002,ashley18@yahoo.com,Deannamouth,Pennsylvania,USA,Single,Sales Executive,Operations,Full-time,"89706 Lindsey Square, East William, VA 74937",Morning,13-12-2023,Resigned,198722,7078,2,Power BI,Hindi
